,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Min Ver,Max Ver
4012,Al Quran (Tafsir & by Word),BOOKS_AND_REFERENCE,4.8,57400,14.0,500000.0,Free,0.0,Everyone,['Books & Reference'],"July 30, 2018",1.6.5,4.0.0,4.0.0,
4013,Al Quran Indonesia,BOOKS_AND_REFERENCE,4.8,445756,16.0,10000000.0,Free,0.0,Everyone,['Books & Reference'],"May 15, 2018",2.6.22,4.0.0,4.0.0,
4014,Al'Quran Bahasa Indonesia,BOOKS_AND_REFERENCE,4.6,361780,9.7,10000000.0,Free,0.0,Everyone,['Books & Reference'],"May 30, 2018",4.1.0,2.3.0,2.3.0,
4015,Al Quran Al karim,BOOKS_AND_REFERENCE,4.6,41608,49.0,1000000.0,Free,0.0,Everyone,['Books & Reference'],"November 5, 2017",1.1.7,2.2.0,2.2.0,
4016,Al jazeera TV,FAMILY,4.6,9952,3.7,100000.0,Free,0.0,Teen,['Entertainment'],"July 5, 2016",1.0.0,4.0.3,4.0.3,
4017,Al-Muhaffiz,BOOKS_AND_REFERENCE,4.7,2319,27.0,50000.0,Free,0.0,Everyone,['Books & Reference'],"April 22, 2018",10.10.0,4.1.0,4.1.0,
4018,Al Quran Audio (Full 30 Juz),FAMILY,4.7,7878,3.6,1000000.0,Free,0.0,Everyone,['Education'],"May 29, 2017",4.0.0,2.3.0,2.3.0,
4019,Quran for All (Al-Huda Int.),FAMILY,4.8,6696,5.3,100000.0,Free,0.0,Everyone,['Education'],"February 7, 2018",3.1.0,4.0.0,4.0.0,
4020,AL Voice Recorder,PRODUCTIVITY,3.6,4832,2.4,1000000.0,Free,0.0,Everyone,['Productivity'],"November 22, 2016",2.1.7.3,3.0.0,3.0.0,
4021,Ayat - Al Quran,FAMILY,4.7,173394,8.5,5000000.0,Free,0.0,Everyone,['Education'],"March 13, 2018",2.9.1,4.0.0,4.0.0,
4022,Quran Juz-30 - Mahad al Zahra,FAMILY,4.6,2654,6.7,100000.0,Free,0.0,Everyone,['Education'],"November 2, 2016",1.10.0,2.2.0,2.2.0,
4023,Al Mayadeen,NEWS_AND_MAGAZINES,4.7,13620,9.0,500000.0,Free,0.0,Everyone,['News & Magazines'],"April 16, 2018",2.137.0,4.1.0,4.1.0,
4024,Al-Quran Al-Muallim,FAMILY,4.5,199,0.259765625,10000.0,Free,0.0,Everyone,['Education'],"September 11, 2013",1.0.0,2.2.0,2.2.0,
4025,Al-Quran 30 Juz free copies,BOOKS_AND_REFERENCE,4.5,12322,27.0,500000.0,Free,0.0,Everyone,['Books & Reference'],"December 17, 2016",3.0.0,2.3.0,2.3.0,
4026,Koran Read &MP3 30 Juz Offline,BOOKS_AND_REFERENCE,4.8,29551,67.0,1000000.0,Free,0.0,Everyone,['Books & Reference'],"April 6, 2018",1.0.7,4.0.3,4.0.3,
4027,Al Quran MP3 - Quran Reading®,FAMILY,4.7,47463,22.0,1000000.0,Free,0.0,Everyone,['Education'],"April 24, 2018",4.4.0,4.0.3,4.0.3,
4028,Al'Quran Bahasa Indonesia PRO,BOOKS_AND_REFERENCE,4.7,1340,11.0,10000.0,Paid,4.49,Everyone,['Books & Reference'],"May 16, 2018",4.0.5,2.2.0,2.2.0,
4029,Hafizi Quran 15 lines per page,BOOKS_AND_REFERENCE,4.7,55011,68.0,1000000.0,Free,0.0,Everyone,['Books & Reference'],"November 2, 2017",1.1.3,4.1.0,4.1.0,
4030,Al-Quran Ahmad Saud Offline,FAMILY,4.7,7116,40.0,100000.0,Free,0.0,Everyone,['Education'],"August 9, 2016",1.0.0,2.3.3,2.3.3,
4031,12 Step Meditations & Sober Prayers AA NA AL-ANON,LIFESTYLE,4.7,759,15.0,50000.0,Free,0.0,Everyone 10+,['Lifestyle'],"January 22, 2018",1.4.5,4.1.0,4.1.0,
4032,Al Quran Free - القرآن (Islam),BOOKS_AND_REFERENCE,4.7,1777,23.0,50000.0,Free,0.0,Everyone,['Books & Reference'],"February 15, 2015",1.1.0,2.2.0,2.2.0,
4033,Taha Al Junaid Quran Mp3,LIFESTYLE,4.6,518,4.2,50000.0,Free,0.0,Everyone,['Lifestyle'],"March 25, 2017",1.1.0,2.3.3,2.3.3,
4034,Surah Al-Waqiah,BOOKS_AND_REFERENCE,4.7,1201,2.9,100000.0,Free,0.0,Everyone,['Books & Reference'],"June 24, 2015",1.0.0,2.3.3,2.3.3,
4035,Hisnul Al Muslim - Hisn Invocations & Adhkaar,BOOKS_AND_REFERENCE,4.6,3234,85.0,100000.0,Free,0.0,Everyone,['Books & Reference'],"December 26, 2017",1.7.22,4.1.0,4.1.0,
4036,I am rich,LIFESTYLE,3.8,3547,1.8,100000.0,Paid,399.99,Everyone,['Lifestyle'],"January 12, 2018",2.0.0,4.0.3,4.0.3,
4037,I AM RICH,FAMILY,3.9,1455,1.1,10000.0,Free,0.0,Everyone,['Entertainment'],"October 11, 2017",1.0.0,2.3.0,2.3.0,
4038,Amazon for Tablets,SHOPPING,4.0,141584,22.0,10000000.0,Free,0.0,Teen,['Shopping'],"July 31, 2018",16.14.0.850,4.4.0,4.4.0,
4039,I am Rich Plus,FAMILY,4.0,856,8.7,10000.0,Paid,399.99,Everyone,['Entertainment'],"May 19, 2018",3.0.0,4.4.0,4.4.0,
4040,I am rich VIP,LIFESTYLE,3.8,411,2.6,10000.0,Paid,299.99,Everyone,['Lifestyle'],"July 21, 2018",1.1.1,4.3.0,4.3.0,
4041,I Am Rich Premium,FINANCE,4.1,1867,4.7,50000.0,Paid,399.99,Everyone,['Finance'],"November 12, 2017",1.6.0,4.0.0,4.0.0,
4042,I am extremely Rich,LIFESTYLE,2.9,41,2.9,1000.0,Paid,379.99,Everyone,['Lifestyle'],"July 1, 2018",1.0.0,4.0.0,4.0.0,
4043,I am Rich!,FINANCE,3.8,93,22.0,1000.0,Paid,399.99,Everyone,['Finance'],"December 11, 2017",1.0.0,4.1.0,4.1.0,
4044,I am rich(premium),FINANCE,3.5,472,0.9423828125,5000.0,Paid,399.99,Everyone,['Finance'],"May 1, 2017",3.4.0,4.4.0,4.4.0,
4045,I am Rich Person,LIFESTYLE,4.2,134,1.8,1000.0,Paid,37.99,Everyone,['Lifestyle'],"July 18, 2017",1.0.0,4.0.3,4.0.3,
4046,I am Rich Premium Plus,FINANCE,4.6,459,2.0,10000.0,Paid,18.99,Everyone,['Finance'],"February 17, 2018",1.1.0,4.0.3,4.0.3,
4047,I Am Rich Pro,FAMILY,4.4,201,2.7,5000.0,Paid,399.99,Everyone,['Entertainment'],"May 30, 2017",1.54.0,1.6.0,1.6.0,
4048,I Am Innocent,GAME,4.4,208501,56.0,1000000.0,Free,0.0,Teen,['Adventure'],"July 23, 2018",2.8.307,4.0.3,4.0.3,
4049,I am rich (Most expensive app),FINANCE,4.1,129,2.7,1000.0,Paid,399.99,Teen,['Finance'],"December 6, 2017",2,4.0.3,4.0.3,
4050,i am rich,BUSINESS,3.9,213,2.9,1000.0,Free,0.0,Everyone,['Business'],"June 9, 2018",1.0.0,4.0.0,4.0.0,
4051,I Am Rich,FAMILY,3.6,217,4.9,10000.0,Paid,389.99,Everyone,['Entertainment'],"June 22, 2018",1.5.0,4.2.0,4.2.0,
4052,I am Bread,GAME,4.0,630,20.0,10000.0,Paid,4.99,Everyone,['Adventure'],"October 26, 2016",1.6.1,4.4.0,4.4.0,
4053,Where Am I At?,TRAVEL_AND_LOCAL,3.8,39,12.0,10000.0,Free,0.0,Everyone,['Travel & Local'],"October 8, 2016",1.2.0,4.1.0,4.1.0,
4054,I am Rich,FINANCE,4.3,180,3.8,5000.0,Paid,399.99,Everyone,['Finance'],"March 22, 2018",1.0.0,4.2.0,4.2.0,
4055,Where Am I? GPS Loc,TRAVEL_AND_LOCAL,4.6,68,4.2,10000.0,Free,0.0,Everyone,['Travel & Local'],"November 14, 2017",5.0.0,4.0.3,4.0.3,
4056,I am Millionaire - Richest guy in the town,LIFESTYLE,3.6,126,1.4,5000.0,Paid,2.49,Everyone,['Lifestyle'],"June 22, 2018",8,4.1.0,4.1.0,
4057,Coast To Coast AM Insider,NEWS_AND_MAGAZINES,3.9,4581,21.0,100000.0,Free,0.0,Everyone,['News & Magazines'],"January 4, 2018",5.0.108,4.4.0,4.4.0,
4058,I AM RICH PRO PLUS,FINANCE,4.0,36,41.0,1000.0,Paid,399.99,Everyone,['Finance'],"June 25, 2018",1.0.2,4.1.0,4.1.0,
4059,I Am Wizard,FAMILY,4.2,1493,57.0,100000.0,Free,0.0,Everyone,['Strategy'],"April 1, 2018",1.0.9,4.1.0,4.1.0,
4060,What Am I? - Brain Teasers,GAME,4.2,4537,15.0,100000.0,Free,0.0,Everyone,['Trivia'],"April 5, 2017",2.2.0,4.0.3,4.0.3,
4061,Who am I? (Biblical),GAME,4.5,5849,5.1,500000.0,Free,0.0,Everyone,['Trivia'],"September 13, 2017",1.2.2_,4.0.3,4.0.3,
4062,DWWW 774 Ultimate AM Radio,NEWS_AND_MAGAZINES,4.7,327,31.0,10000.0,Free,0.0,Everyone,['News & Magazines'],"June 26, 2018",4.0.9,4.1.0,4.1.0,
4063,Anno: Build an Empire,FAMILY,3.5,33944,28.0,1000000.0,Free,0.0,Everyone 10+,['Strategy'],"March 10, 2016",2.0.0,4.1.0,4.1.0,
4064,Vikings: an Archer's Journey,GAME,4.5,10256,39.0,1000000.0,Free,0.0,Everyone,['Action'],"December 11, 2017",2.1.0,4.3.0,4.3.0,
4065,Trell: An app for Explorers | Best Wanderlust App,LIFESTYLE,4.6,8004,34.0,100000.0,Free,0.0,Teen,['Lifestyle'],"July 31, 2018",3.4.8,4.1.0,4.1.0,
4066,The Sims™ FreePlay,FAMILY,4.3,931503,31.0,10000000.0,Free,0.0,Teen,['Simulation'],"July 16, 2018",5.39.1,4.0.3,4.0.3,
4067,My Emma :),FAMILY,4.1,245839,76.0,10000000.0,Free,0.0,Everyone,['Casual'],"April 3, 2017",2.7.0,4.1.0,4.1.0,
4068,League of Gamers - Be an E-Sports Legend!,SPORTS,4.5,68072,40.0,5000000.0,Free,0.0,Everyone,['Sports'],"July 26, 2018",1.1.7,4.1.0,4.1.0,
4069,Draw a Stickman: EPIC Free,GAME,4.2,210317,46.0,10000000.0,Free,0.0,Everyone 10+,['Adventure'],"April 10, 2015",1.4.3.104,2.3.3,2.3.3,
4070,My Horse,FAMILY,4.5,1333338,8.7,10000000.0,Free,0.0,Everyone,['Casual'],"May 23, 2018",1.34.1,2.3.3,2.3.3,
4071,My Boo - Your Virtual Pet Game,FAMILY,4.4,899748,80.0,10000000.0,Free,0.0,Everyone,['Casual'],"August 3, 2018",2.11.0,4.1.0,4.1.0,
4072,Create apps fast with beautiful design and no code,BUSINESS,3.7,23729,24.0,1000000.0,Free,0.0,Everyone,['Business'],"May 14, 2018",7.2.0,4.4.0,4.4.0,
4073,THE KING OF FIGHTERS-A 2012(F),GAME,4.4,406511,21.0,5000000.0,Free,0.0,Teen,['Action'],"October 21, 2016",1.0.5,4.0.3,4.0.3,
4074,Diary with lock password,LIFESTYLE,4.3,179139,9.7,5000000.0,Free,0.0,Everyone,['Lifestyle'],"November 1, 2017",3.5.3,4.0.3,4.0.3,
4075,Fast like a Fox,GAME,4.3,104389,12.0,5000000.0,Free,0.0,Everyone,['Adventure'],"April 17, 2018",1.4.0,4.2.0,4.2.0,
4076,Girls Craft: Exploration,FAMILY,3.8,130689,57.0,5000000.0,Free,0.0,Everyone 10+,['Simulation'],"August 3, 2018",1.32.0,4.2.0,4.2.0,
4077,The PCH App,LIFESTYLE,4.5,234971,81.0,1000000.0,Free,0.0,Everyone,['Lifestyle'],"July 25, 2018",2.8.7.78579,4.4.0,4.4.0,
4078,"Resume Builder Free, 5 Minute CV Maker & Templates",BUSINESS,4.4,72202,6.7,1000000.0,Free,0.0,Everyone,['Business'],"June 25, 2018",6.0.0,4.0.3,4.0.3,
4079,AO Surgery Reference,MEDICAL,4.7,2570,3.8,100000.0,Free,0.0,Everyone,['Medical'],"May 10, 2017",1.2.6,4.0.0,4.0.0,
4080,ao,FAMILY,3.5,14145,5.9,1000000.0,Free,0.0,Everyone,['Strategy'],"June 8, 2016",1.0.9,4.0.0,4.0.0,
4081,AO/OTA Fracture Classification,MEDICAL,4.9,25,46.0,5000.0,Free,0.0,Everyone,['Medical'],"April 17, 2018",1.0.0,5.0.0,5.0.0,
4082,AO Player,EVENTS,4.0,9,3.3,1000.0,Free,0.0,Everyone,['Events'],"December 20, 2017",1.1.4,4.4.0,4.4.0,
4083,Ao Oni2,GAME,4.1,21223,48.0,1000000.0,Free,0.0,Teen,['Adventure'],"April 20, 2018",1.6.6,4.1.0,4.1.0,
4084,A. O. Smith,TOOLS,4.2,32,33.0,10000.0,Free,0.0,Everyone,['Tools'],"May 21, 2018",3.0.22,4.0.0,4.0.0,
4085,AO-EVENT,BUSINESS,4.121452145214521,0,42.0,100.0,Free,0.0,Everyone,['Business'],"May 28, 2018",6.2.6,4.1.0,4.1.0,
4086,Arena of Valor: 5v5 Arena Game,GAME,4.4,438911,99.0,10000000.0,Free,0.0,Teen,['Action'],"June 28, 2018",1.23.1.2,4.0.3,4.0.3,
4087,PlacarTv Futebol Ao Vivo,COMMUNICATION,4.1,2063,4.5,100000.0,Free,0.0,Everyone,['Communication'],"June 3, 2018",1.0.3,4.0.0,4.0.0,
4088,Virtual lover,FAMILY,4.6,45771,28.0,1000000.0,Free,0.0,Mature 17+,['Entertainment'],"June 8, 2018",1.39.0,4.1.0,4.1.0,
4089,The Hunt for the Lost Treasure,FAMILY,4.6,7148,8.1,100000.0,Paid,2.99,Everyone,"['Adventure', 'Brain Games']","September 13, 2017",1.8.0,4.0.3,4.0.3,
4090,Attack the Light,FAMILY,4.7,19209,21.0,100000.0,Paid,2.99,Everyone,"['Role Playing', 'Action & Adventure']","February 23, 2016",1.1.4,4.0.0,4.0.0,
4091,Princess Closet : Otome games free dating sim,FAMILY,4.5,29495,56.0,1000000.0,Free,0.0,Teen,['Simulation'],"May 24, 2018",1.11.0,4.0.3,4.0.3,
4092,365Scores - Live Scores,SPORTS,4.6,666246,25.0,10000000.0,Free,0.0,Everyone,['Sports'],"July 29, 2018",5.5.9,4.1.0,4.1.0,
4093,PES 2018 PRO EVOLUTION SOCCER,SPORTS,4.4,1721943,26.0,10000000.0,Free,0.0,Everyone,['Sports'],"June 27, 2018",2.3.2,5.0.0,5.0.0,
4094,Mobile Legends: Bang Bang,GAME,4.4,8219586,99.0,100000000.0,Free,0.0,Teen,['Action'],"July 24, 2018",1.2.97.3042,4.0.3,4.0.3,
4095,Kill Shot Bravo: Sniper FPS,GAME,4.4,579519,99.0,10000000.0,Free,0.0,Mature 17+,['Action'],"July 18, 2018",5.1.0,4.1.0,4.1.0,
4096,Tennis Champion 3D - Online Sports Game,SPORTS,4.0,170973,43.0,5000000.0,Free,0.0,Everyone,['Sports'],"June 6, 2018",2.1.0,4.1.0,4.1.0,
4097,Carnivores: Dinosaur Hunter,GAME,4.2,62636,17.0,1000000.0,Free,0.0,Teen,['Action'],"July 2, 2018",1.8.0,4.0.3,4.0.3,
4098,High School Simulator 2017,FAMILY,4.2,123136,80.0,5000000.0,Free,0.0,Mature 17+,['Simulation'],"June 25, 2018",1.0.0,4.0.0,4.0.0,
4099,Hopeless Land: Fight for Survival,GAME,4.2,250197,44.0,5000000.0,Free,0.0,Teen,['Action'],"July 12, 2018",1.0.0,4.1.0,4.1.0,
4100,Scanning body and undressing people,FAMILY,3.4,1012,12.0,100000.0,Free,0.0,Teen,['Entertainment'],"February 24, 2018",2.0.0,3.0.0,3.0.0,
4101,Ultimate Tennis,SPORTS,4.3,183004,100.0,10000000.0,Free,0.0,Everyone,['Sports'],"July 19, 2018",2.29.3118,4.0.3,4.0.3,
4102,Legion of Heroes,FAMILY,4.3,143087,69.0,1000000.0,Free,0.0,Everyone 10+,['Role Playing'],"July 12, 2018",1.9.22,4.0.0,4.0.0,
4103,Soccer Star 2018 Top Leagues · MLS Soccer Games,SPORTS,4.6,652940,90.0,10000000.0,Free,0.0,Teen,['Sports'],"July 5, 2018",1.3.5,4.1.0,4.1.0,
4104,Heroes Arena,GAME,4.2,336386,88.0,10000000.0,Free,0.0,Everyone 10+,['Action'],"July 24, 2018",2.0.1,4.0.3,4.0.3,
4105,virtual lover 3D,FAMILY,4.6,5195,64.0,100000.0,Free,0.0,Mature 17+,['Entertainment'],"April 18, 2018",1.3.0,4.1.0,4.1.0,
4106,Range Master: Sniper Academy,SPORTS,4.1,91935,39.0,10000000.0,Free,0.0,Everyone,['Sports'],"April 26, 2018",2.1.3,4.1.0,4.1.0,
4107,DINO HUNTER: DEADLY SHORES,GAME,4.4,1381624,54.0,10000000.0,Free,0.0,Teen,['Action'],"March 14, 2017",3.1.1,3.0.0,3.0.0,
4108,FC Barcelona Official App,SPORTS,4.6,92522,56.0,5000000.0,Free,0.0,Everyone,['Sports'],"July 26, 2018",4.0.14,4.1.0,4.1.0,
4109,Can Your Pet? : Returns - Teen,FAMILY,4.3,45370,14.0,1000000.0,Free,0.0,Teen,['Simulation'],"August 2, 2018",2.59.8,2.3.0,2.3.0,
4110,Bubbu – My Virtual Pet,FAMILY,4.7,394842,75.0,10000000.0,Free,0.0,Everyone,"['Casual', 'Pretend Play']","August 4, 2018",1.50.0,4.1.0,4.1.0,
4111,3D Tennis,SPORTS,4.2,1008012,13.0,50000000.0,Free,0.0,Everyone,['Sports'],"December 5, 2017",1.7.7,2.1.0,2.1.0,
4112,Start the Hunt for the Lost Treasure,FAMILY,3.8,302,8.1,10000.0,Free,0.0,Everyone,"['Puzzle', 'Brain Games']","September 13, 2017",1.4.0,4.0.3,4.0.3,
4113,Scanning under clothes (prank),FAMILY,3.7,1443,20.0,100000.0,Free,0.0,Mature 17+,['Entertainment'],"January 18, 2018",3.0.0,2.3.0,2.3.0,
4114,WGT Golf Game by Topgolf,SPORTS,4.3,148083,57.0,10000000.0,Free,0.0,Everyone,['Sports'],"July 24, 2018",1.42.2,4.1.0,4.1.0,
4115,3D Holograms Joke,FAMILY,2.9,31596,31.0,5000000.0,Free,0.0,Teen,['Simulation'],"December 23, 2016",1.5.0,2.3.0,2.3.0,
4116,Weaphones™ Gun Sim Free Vol 1,FAMILY,4.3,598975,39.0,10000000.0,Free,0.0,Everyone,['Simulation'],"January 17, 2018",2.4.0,4.0.0,4.0.0,
4117,Hidden Objects Treasure Hunt Adventure Games,FAMILY,4.3,275,29.0,10000.0,Free,0.0,Everyone,['Puzzle'],"July 9, 2018",1.0.1,4.4.0,4.4.0,
4118,Live Camera Viewer ★ World Webcam & IP Cam Streams,TRAVEL_AND_LOCAL,4.0,64164,3.6,10000000.0,Free,0.0,Everyone,['Travel & Local'],"April 7, 2018",1.9.0,4.1.0,4.1.0,
4119,Body scanner (prank),FAMILY,3.3,16063,3.8,1000000.0,Free,0.0,Teen,['Casual'],"June 2, 2016",3.0.0,2.3.0,2.3.0,
4120,AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76616,4.6,1000000.0,Free,0.0,Everyone 10+,['News & Magazines'],"May 25, 2017",4.4.3,4.0.0,4.0.0,
4121,AP ENPS Mobile,PRODUCTIVITY,4.1,22,0.5322265625,5000.0,Free,0.0,Everyone,['Productivity'],"March 8, 2016",8.0.0130,4.4.0,4.4.0,
4122,AP® Guide,FAMILY,5.0,3,2.1,1000.0,Free,0.0,Everyone,['Education'],"July 31, 2017",1.3.0,4.0.3,4.0.3,
4123,WiFi Access Point (hotspot),COMMUNICATION,3.9,684,0.0595703125,100000.0,Free,0.0,Everyone,['Communication'],"May 14, 2015",1.1.2,2.3.0,2.3.0,
4124,AP Mobile,FAMILY,4.6,117,13.0,10000.0,Free,0.0,Everyone,['Education'],"November 21, 2017",1.03.0,6.0.0,6.0.0,
4125,AP Manager,TOOLS,4.0,177,2.8,10000.0,Free,0.0,Everyone,['Tools'],"May 4, 2015",1.0.8,2.3.0,2.3.0,
4126,AP App for Android™,NEWS_AND_MAGAZINES,3.6,188,9.9,10000.0,Free,0.0,Everyone,['News & Magazines'],"May 12, 2016",1.0.0,4.0.0,4.0.0,
4127,Access Point Finder,LIFESTYLE,4.0,22,2.5,10000.0,Free,0.0,Everyone,['Lifestyle'],"September 6, 2016",1.0.0,3.0.0,3.0.0,
4128,AP English Language: Practice Tests and Flashcards,FAMILY,4.5,19,5.4,5000.0,Free,0.0,Everyone,['Education'],"July 3, 2018",1.6.7.1,4.1.0,4.1.0,
4129,AP Mobile 104,BUSINESS,4.121452145214521,0,14.0,100.0,Free,0.0,Everyone,['Business'],"December 13, 2017",1.2.2.0,4.0.0,4.0.0,
4130,AP Planner,FAMILY,2.9,45,1.3,5000.0,Free,0.0,Everyone,['Education'],"August 3, 2015",1.1.0,2.1.0,2.1.0,
4131,Access Point Browser,TOOLS,4.2,25,2.5,1000.0,Free,0.0,Everyone,['Tools'],"September 22, 2017",3.11.0,4.3.0,4.3.0,
4132,AP Installer,TOOLS,4.5,23,0.2763671875,5000.0,Free,0.0,Everyone,['Tools'],"July 20, 2018",13,3.2.0,3.2.0,
4133,Access Point Proximity,TOOLS,4.04741144414169,5,2.3,1000.0,Free,0.0,Everyone,['Tools'],"June 28, 2018",2.1.1,5.0.0,5.0.0,
4134,Study AP World History,FAMILY,4.6,513,1.6,10000.0,Free,0.0,Everyone,['Education'],"July 18, 2016",1.1.2,4.0.3,4.0.3,
4135,UniFi,TOOLS,4.7,11018,25.0,500000.0,Free,0.0,Everyone,['Tools'],"July 25, 2018",1.7.0,4.1.0,4.1.0,
4136,Ap Video Downloader for fb New 2018,TOOLS,4.2,676,5.4,100000.0,Free,0.0,Everyone,['Tools'],"July 31, 2018",3.0.188,4.0.3,4.0.3,
4137,AP Government Review,FAMILY,4.7,3,1.5,1000.0,Paid,2.99,Everyone,['Education'],"March 14, 2017",1.1.0,4.0.3,4.0.3,
4138,"ap,wifi testing,iperf,ping,android,Bluetooth,tcp",TOOLS,4.7,3,5.3,10.0,Paid,2.99,Everyone,['Tools'],"May 27, 2018",1.0.15,4.4.0,4.4.0,
4139,HotSpot Tethering Free/WiFi AP,TOOLS,3.9,478,2.0,100000.0,Free,0.0,Everyone,['Tools'],"September 12, 2016",2.003.0,2.3.0,2.3.0,
4140,AP Chemistry Prep: Practice Tests and Flashcards,FAMILY,4.7,55,5.4,10000.0,Free,0.0,Everyone,['Education'],"July 3, 2018",1.6.7.1,4.1.0,4.1.0,
4141,AP Flashcards,FAMILY,3.7,88,41.0,10000.0,Free,0.0,Everyone,['Education'],"August 30, 2015",1.3.14,3.1.0,3.1.0,
4142,AP World History: Practice Tests and Flashcards,FAMILY,4.8,21,5.4,5000.0,Free,0.0,Everyone,['Education'],"July 3, 2018",1.6.7.1,4.1.0,4.1.0,
4143,Access Point Names,COMMUNICATION,4.0,138,2.4,10000.0,Free,0.0,Everyone,['Communication'],"August 12, 2014",1.0.0,2.3.3,2.3.3,
4144,"AP Biology Prep: Practice Tests, Flashcards",FAMILY,4.6,87,5.4,10000.0,Free,0.0,Everyone,['Education'],"July 3, 2018",1.6.7.1,4.1.0,4.1.0,
4145,AP Biology Study Guide + Quiz,FAMILY,4.4,105,9.0,10000.0,Free,0.0,Everyone,['Education'],"March 22, 2016",1.5.1,4.1.0,4.1.0,
4146,Reuters News,NEWS_AND_MAGAZINES,4.3,13166,25.0,1000000.0,Free,0.0,Everyone 10+,['News & Magazines'],"June 6, 2018",3.4.4,4.1.0,4.1.0,
4147,500 AP World History Questions,FAMILY,4.7,7,1.2,100.0,Paid,9.99,Everyone,['Education'],"November 1, 2013",1.2.0,1.6.0,1.6.0,
4148,AP Themes for Kustom/KLWP,PERSONALIZATION,3.6,5,45.0,500.0,Paid,1.49,Everyone,['Personalization'],"September 1, 2017",1.8.2,4.4.0,4.4.0,
4149,AP Physics 1 Prep: Practice Tests and Flashcards,FAMILY,4.4,29,5.3,5000.0,Free,0.0,Everyone,['Education'],"July 3, 2018",1.6.7.1,4.1.0,4.1.0,
4150,Fate GO Ap Counter,TOOLS,4.6,70,3.2,1000.0,Free,0.0,Everyone,['Tools'],"January 19, 2018",1.1.4,4.1.0,4.1.0,
4151,iScore5 AP Psych,FAMILY,2.9,10,73.0,100.0,Paid,4.99,Everyone,['Educational'],"April 25, 2017",2.0.0,4.0.3,4.0.3,
4152,Glanceable Ap Watch Face,PERSONALIZATION,4.335987261146497,0,11.0,5.0,Paid,0.99,Everyone,['Personalization'],"August 14, 2016",1.0.103,4.4.0,4.4.0,
4153,AP Psychology Prep: Practice Tests and Flashcards,FAMILY,4.5,242,5.4,50000.0,Free,0.0,Everyone,['Education'],"July 3, 2018",1.6.7.1,4.1.0,4.1.0,
4154,meStudying: AP English Lit,FAMILY,5.0,1,0.6396484375,10.0,Paid,4.99,Everyone,['Education'],"August 31, 2013",1.3.0,2.0.1,2.0.1,
4155,APN Settings,TOOLS,3.7,3743,5.6,1000000.0,Free,0.0,Everyone,['Tools'],"August 3, 2018",6.4.0,4.1.0,4.1.0,
4156,AEE AP,PHOTOGRAPHY,4.19211356466877,4,17.0,1000.0,Free,0.0,Everyone,['Photography'],"February 7, 2018",1.01.0,2.2.0,2.2.0,
4157,AP Math & Computer Science,FAMILY,3.7,37,9.5,5000.0,Free,0.0,Everyone,['Education'],"July 19, 2015",2.16.0,2.3.0,2.3.0,
4158,AP Series Solution Pro,FAMILY,4.1922724670864335,0,7.4,0.0,Paid,1.99,Everyone,['Education'],"July 30, 2017",1.3.0,4.0.0,4.0.0,
4159,AP Statistics Prep: Practice Tests and Flashcards,FAMILY,4.2,19,5.4,5000.0,Free,0.0,Everyone,['Education'],"July 3, 2018",1.6.7.1,4.1.0,4.1.0,
4160,eChallan Andhra Pradesh (AP),SOCIAL,3.0,5,2.6,1000.0,Free,0.0,Teen,['Social'],"February 15, 2018",1.0.0.4,4.1.0,4.1.0,
4161,AP Art History Flashcards,FAMILY,5.0,1,96.0,10.0,Paid,29.99,Mature 17+,['Education'],"January 19, 2016",3.30.0,4.0.0,4.0.0,
4162,True Skate,SPORTS,4.4,129409,73.0,1000000.0,Paid,1.99,Everyone,['Sports'],"August 4, 2018",1.5.1,4.0.3,4.0.3,
4163,AP European History: Practice Tests and Flashcards,FAMILY,4.7,7,5.4,1000.0,Free,0.0,Everyone,['Education'],"July 3, 2018",1.6.7.1,4.1.0,4.1.0,
4164,AdventureQuest 3D MMO,FAMILY,4.3,22667,35.0,1000000.0,Free,0.0,Teen,['Role Playing'],"July 26, 2018",1.10.1,4.4.0,4.4.0,
4165,AdventureQuest Dragons,FAMILY,3.9,10114,48.0,100000.0,Free,0.0,Everyone,['Casual'],"June 13, 2018",1.0.63,4.0.0,4.0.0,
4166,Undead Assault,GAME,4.3,4704,37.0,100000.0,Free,0.0,Everyone 10+,['Arcade'],"November 4, 2015",1.4.6,2.3.0,2.3.0,
4167,AQ Service,BUSINESS,4.121452145214521,4,17.0,10.0,Free,0.0,Everyone,['Business'],"August 28, 2017",1.0.0,4.4.0,4.4.0,
4168,AQ wisdom +,TOOLS,4.04741144414169,0,35.0,100.0,Free,0.0,Everyone,['Tools'],"March 15, 2018",1.0.0,4.0.3,4.0.3,
4169,AQ SMS Notify,TOOLS,4.04741144414169,0,2.3,10.0,Free,0.0,Everyone,['Tools'],"April 12, 2018",2.5.3,4.1.0,4.1.0,
4170,AQ Math Facts,FAMILY,4.1922724670864335,1,16.0,1.0,Paid,2.99,Everyone,['Educational'],"May 17, 2017",1.0.3,4.0.0,4.0.0,
4171,Adventure Quest World Mobile Quiz,FAMILY,4.6,28,26.0,500.0,Free,0.0,Everyone,['Puzzle'],"January 16, 2018",3.1.6,4.0.3,4.0.3,
